ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,ip_proto,service,pcap_id,device_type,log_type,trans_depth,method,host,uri,version,request_body_len,response_body_len,status_code,status_msg,tags,resp_fuids,resp_mime_types,from_client,retain,qos,status,topic,payload,payload_len,auth_attempts,client,server,cipher_alg,mac_alg,compression_alg,kex_alg,host_key_alg,host_key,auth_success
1739536609.98407,CAkscC3TBlCrYtHC3d,192.168.1.100,39290,192.168.1.205,22,tcp,9.958667039871216,72182.0,188938.0,SF,True,True,96.0,ShADadGFf,749.0,111042.0,759.0,228414.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536609.982851,CphSWicWscYSJokig,192.168.1.100,39268,192.168.1.205,22,tcp,9.962152004241943,74054.0,193962.0,SF,True,True,96.0,ShADadGFf,768.0,113902.0,777.0,234374.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536620.106021,Cuul6b4p85bv8Hgfmf,192.168.1.100,52050,192.168.1.205,22,tcp,0.13698410987854,1302.0,1018.0,SF,True,True,0.0,ShADadFf,12.0,1934.0,11.0,1598.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536615.842597,C0KQPk457MnzIZRoEi,192.168.1.1,40609,224.0.0.251,5353,udp,,,,S0,True,True,0.0,D,1.0,72.0,0.0,0.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536615.842906,CK1CI33laJstcoPg8c,192.168.1.1,40609,192.168.1.102,5353,udp,,,,SHR,True,True,0.0,^d,0.0,0.0,1.0,106.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536615.842906,C8AXJ44OMaRG0xLzsd,192.168.1.1,60521,224.0.0.251,5353,udp,,,,S0,True,True,0.0,D,1.0,72.0,0.0,0.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536615.842906,CtPvbtrNfZFK9qk4,192.168.1.1,45725,224.0.0.251,5353,udp,,,,S0,True,True,0.0,D,1.0,72.0,0.0,0.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536615.843188,COeIBP3Zr4QadO6Ewg,192.168.1.1,45725,192.168.1.104,5353,udp,,,,SHR,True,True,0.0,^d,0.0,0.0,1.0,106.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536615.843188,CR7RqvAtow8AAjowb,192.168.1.1,60521,192.168.1.103,5353,udp,,,,SHR,True,True,0.0,^d,0.0,0.0,1.0,106.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536620.111735,CekDw014A84wkPuvji,192.168.1.205,57843,8.8.8.8,53,udp,0.024079799652099002,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536620.111735,ChgnSXHtbjjifrFD4,192.168.1.205,57843,8.8.4.4,53,udp,0.024984836578369002,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536620.469149,C7j33U2fsMp0ntg2Kb,192.168.1.205,52268,8.8.4.4,53,udp,0.023841857910156,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536620.469149,ChJHBfb0oms6vQE78,192.168.1.205,52268,8.8.8.8,53,udp,0.024140834808349002,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536620.472513,Cr6w1n1LsArqivZ1xg,192.168.1.205,48758,8.8.8.8,53,udp,0.023798942565917,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536620.472773,CuS7qyC20mlt77a1g,192.168.1.205,48758,8.8.4.4,53,udp,0.023538827896118,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536620.475908,CbvtMh2AVZZCBrsRIk,192.168.1.205,34450,8.8.8.8,53,udp,0.024415016174316,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536620.475909,C4AYK8RO4zVkWEst7,192.168.1.205,34450,8.8.4.4,53,udp,0.023596048355102,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536620.479323,CNUHCB1WZrXMsP2BU,192.168.1.205,36599,8.8.8.8,53,udp,0.023605108261108003,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536620.479324,Cxxmo145gKfb47zNzi,192.168.1.205,36599,8.8.4.4,53,udp,0.023903846740722,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536620.46428,CVwqV3NRaR7KLUqy4,192.168.1.100,52064,192.168.1.205,22,tcp,7.792192220687866,73574.0,193786.0,SF,True,True,0.0,ShADadFf,764.0,113310.0,764.0,233522.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536620.464281,CclScq4BK8Wbrjuhy6,192.168.1.100,52062,192.168.1.205,22,tcp,7.792191982269287,73350.0,193018.0,SF,True,True,0.0,ShADadFf,761.0,112930.0,761.0,232598.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536620.463083,CFDmmN1XWRSyG075Ya,192.168.1.100,52054,192.168.1.205,22,tcp,7.7965989112854,73238.0,193018.0,SF,True,True,0.0,ShADadFf,761.0,112818.0,761.0,232598.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536620.463084,CFVpSo3eY0BiLxoqX6,192.168.1.100,52056,192.168.1.205,22,tcp,7.79851508140564,73142.0,192506.0,SF,True,True,0.0,ShADadFf,759.0,112618.0,759.0,231982.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536628.425106,CUquLL3BJIstB4fdhd,192.168.1.100,47858,192.168.1.205,22,tcp,0.137901067733764,1302.0,1018.0,SF,True,True,0.0,ShADadFf,12.0,1934.0,11.0,1598.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536628.430609,CvnP1xAWYcRBib1Ag,192.168.1.205,54208,8.8.4.4,53,udp,0.024123907089233003,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536628.430609,CtPmEF2w5oGdEgrRDc,192.168.1.205,54208,8.8.8.8,53,udp,0.024524927139282,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536628.788922,CPNug34OVR3Ibo2o4e,192.168.1.205,57300,8.8.8.8,53,udp,0.025050878524780003,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536628.788922,Ct6Xaw46MbfH81TEq,192.168.1.205,57300,8.8.4.4,53,udp,0.023887872695922,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536628.792791,CmSiF42tV6Gq5tzbWh,192.168.1.205,52411,8.8.8.8,53,udp,0.023976087570190003,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536628.793098,CGhioj3dfWE2eNHgq4,192.168.1.205,52411,8.8.4.4,53,udp,0.023888111114501002,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536628.796113,CFAiu5I3oWNGb4sOl,192.168.1.205,34029,8.8.8.8,53,udp,0.024142026901245003,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536628.796113,Cjv8C74zw5LpyzS5V8,192.168.1.205,34029,8.8.4.4,53,udp,0.023912906646728002,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536628.799586,CpbYBv1P9yxhdqU825,192.168.1.205,40560,8.8.4.4,53,udp,0.023643970489501002,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536628.799586,CIJrVX2DfEeHUm5wt3,192.168.1.205,40560,8.8.8.8,53,udp,0.025027036666870003,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536628.783935,C0GnYh1XZKZFV0vWG7,192.168.1.100,47888,192.168.1.205,22,tcp,7.802326917648315,73190.0,192762.0,SF,True,True,0.0,ShADadFf,760.0,112718.0,760.0,232290.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536628.782943,CYJ0fmP56R6DHIhSg,192.168.1.100,47868,192.168.1.205,22,tcp,7.805734872817993,73238.0,193018.0,SF,True,True,0.0,ShADadFf,761.0,112818.0,761.0,232598.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536628.783935,CVD2To4yPzVpgalYpf,192.168.1.100,47880,192.168.1.205,22,tcp,7.8047428131103525,73718.0,194042.0,SF,True,True,0.0,ShADadFf,765.0,113506.0,765.0,233830.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536628.782943,CepDu531h80bK5Esrl,192.168.1.100,47866,192.168.1.205,22,tcp,7.8080079555511475,73158.0,192506.0,SF,True,True,0.0,ShADadFf,759.0,112634.0,759.0,231982.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536636.739984,CcGVNM3d4nORq4lbHl,192.168.1.100,37168,192.168.1.205,22,tcp,0.143028974533081,1302.0,1018.0,SF,True,True,0.0,ShADadFf,12.0,1934.0,11.0,1598.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536636.745586,CZMNXN3SL9SCybCMBk,192.168.1.205,37665,8.8.8.8,53,udp,0.024657011032104003,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536636.745586,CDiRDa1d7hG92zHeEj,192.168.1.205,37665,8.8.4.4,53,udp,0.023862123489379,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536637.109332,CmriZh3GljedQtP5g4,192.168.1.205,41007,8.8.8.8,53,udp,0.023590803146362003,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536637.109332,CrDQt84boNSxa8ZsEi,192.168.1.205,41007,8.8.4.4,53,udp,0.023849010467529002,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536637.112498,CXWD1j2s79TFsuBPJd,192.168.1.205,37082,8.8.4.4,53,udp,0.023944854736328004,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536637.112498,CyqhRV1AypQviKxaLf,192.168.1.205,37082,8.8.8.8,53,udp,0.024677038192749003,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536637.115948,CWYjwN1qph0wpUlsNg,192.168.1.205,48683,8.8.4.4,53,udp,0.023651123046875003,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536637.115948,CoBfax3FaO9PO6dm61,192.168.1.205,48683,8.8.8.8,53,udp,0.024879932403564002,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536637.119167,CLpWPC3qXLBijxoHRd,192.168.1.205,51256,8.8.8.8,53,udp,0.024708986282348,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536637.119168,CMlmdDFUupR9J818k,192.168.1.205,51256,8.8.4.4,53,udp,0.024708032608032,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536637.103029,C8SyeY1AWcjFxWn3tk,192.168.1.100,37184,192.168.1.205,22,tcp,7.793869972229004,73350.0,193018.0,SF,True,True,0.0,ShADadFf,761.0,112930.0,761.0,232598.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536637.103029,CVeHOG1YBgrPM8tfVl,192.168.1.100,37182,192.168.1.205,22,tcp,7.793869972229004,73286.0,193018.0,SF,True,True,0.0,ShADadFf,761.0,112866.0,761.0,232598.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536637.104222,Cw20Ni2eUulFtYqCk2,192.168.1.100,37202,192.168.1.205,22,tcp,7.79267692565918,73238.0,192762.0,SF,True,True,0.0,ShADadFf,760.0,112766.0,760.0,232290.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536637.104222,CoKgLh3kjqKimQdFnk,192.168.1.100,37200,192.168.1.205,22,tcp,7.79466700553894,73430.0,193530.0,SF,True,True,0.0,ShADadFf,763.0,113114.0,763.0,233214.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536645.049754,CUC0i94p33TFEAhoB6,192.168.1.100,55234,192.168.1.205,22,tcp,0.14340710639953602,1302.0,1018.0,SF,True,True,0.0,ShADadFf,12.0,1934.0,11.0,1598.0,6.0,ssh,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536645.05489,CdWQhE4UDSuzy15oBe,192.168.1.205,39339,8.8.8.8,53,udp,0.024204015731811003,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536645.05489,CXr5In4M6ubALHhZxh,192.168.1.205,39339,8.8.4.4,53,udp,0.024808168411254,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536645.418841,CR7x8nNqjO8NMQgY8,192.168.1.205,57482,8.8.8.8,53,udp,0.024751186370849002,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739536645.418841,CB6tQH3cQqdoPaimT6,192.168.1.205,57482,8.8.4.4,53,udp,0.024183034896850003,44.0,44.0,SF,True,False,0.0,Dd,1.0,72.0,1.0,72.0,17.0,dns,attack_bruteforce_dictionary-ssh_ap,attack_bruteforce_dictionary-ssh_ap,conn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
